# intensidade (micro A)
# angulo (º)
# voltaxe (V)
9.610,9.670,9.590,9.420,9.143,8.800,8.505,7.900,7.470,6.850,6.250,5.563,4.890,4.250,3.620,3.070,2.440,2.160,1.920
0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90
5.253,5.273, 5.277,5.283,5.285,5.590,5.293,5.300,5.306,5.314,5.320,5.328,5.334,5.343,5.351,5.358,5.364,5.368,5.369
