# intensidade (micro A)
# angulo (º)
# voltaxe (V)
8.650,8.630,8.503,8.320,8.090,7.750,7.310,6.857,6.257,5.634,4.950,4.273,3.565,2.830,2.133,1.450,0.845,0.404,0.166
0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90
5.280,5.284,5.287,5.290,5.293,5.298,5.305,5.312,5.320,5.328,5.337,5.346,5.355,5.364,5.373,5.381,5.389,5.395,5.398
